Product Name,Price (₹),Rating (★),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy,Product URL
Manda Ltd Eos Pro Lighting 8,30931.73,4.7,5390,2485,385,Home,Lighting,63,SuperComNet,TRUE,https://www.flipkart.com/Manda-Ltd-Eos-Pro-Lighting-8-3660
"Sunder, Bhardwaj and Das Temporibus Ultra Smartwatches 15",34842.83,3.6,6315,4943,834,Electronics,Smartwatches,69,MobileHub,FALSE,"https://www.flipkart.com/Sunder,-Bhardwaj-and-Das-Temporibus-Ultra-Smartwatches-15-3771"
Saxena PLC Harum Pro Smartwatches 6,12326.27,4.7,1026,6338,2091,Electronics,Smartwatches,57,RetailNet,FALSE,https://www.flipkart.com/Saxena-PLC-Harum-Pro-Smartwatches-6-4737
Grover PLC Officiis Pro Shoes 11,618.94,3.1,5414,9659,2447,Fashion,Shoes,24,SuperComNet,FALSE,https://www.flipkart.com/Grover-PLC-Officiis-Pro-Shoes-11-8399
"Dutt, Garde and Khalsa Sint Pro Shoes 8",23375.53,3.7,3889,4049,284,Fashion,Shoes,0,MobileHub,TRUE,"https://www.flipkart.com/Dutt,-Garde-and-Khalsa-Sint-Pro-Shoes-8-4277"
"Narayanan, Goel and Rajan Perspiciatis Plus Laptops 13",147187.08,3,7490,5500,2556,Electronics,Laptops,56,ElectroWorld,FALSE,"https://www.flipkart.com/Narayanan,-Goel-and-Rajan-Perspiciatis-Plus-Laptops-13-3046"
Kadakia LLC Veritatis Plus T-Shirts 9,603.45,4,867,394,89,Fashion,T-Shirts,8,MobileHub,FALSE,https://www.flipkart.com/Kadakia-LLC-Veritatis-Plus-T-Shirts-9-8996
"Savant, Narayanan and Swamy Architecto Pro Refrigerators 5",13685.08,4.3,1182,8724,1770,Appliances,Refrigerators,0,FashionPlus,FALSE,"https://www.flipkart.com/Savant,-Narayanan-and-Swamy-Architecto-Pro-Refrigerators-5-1076"
Oak-Badami Nesciunt Pro Shoes 1,25844.75,4.8,1632,9919,2547,Fashion,Shoes,0,ElectroWorld,TRUE,https://www.flipkart.com/Oak-Badami-Nesciunt-Pro-Shoes-1-2209
Ben-Chandran Cum Ultra Dresses 1,38966.22,3.2,9873,9014,3539,Fashion,Dresses,33,ElectroWorld,TRUE,https://www.flipkart.com/Ben-Chandran-Cum-Ultra-Dresses-1-6009
Hari Group Corrupti Plus Furniture 5,1834.45,4.5,925,1948,197,Home,Furniture,35,RetailNet,FALSE,https://www.flipkart.com/Hari-Group-Corrupti-Plus-Furniture-5-7149
"Kapoor, Reddy and Pradhan Libero Lite ACs 14",31920.81,4.9,1727,3308,318,Appliances,ACs,65,RetailNet,TRUE,"https://www.flipkart.com/Kapoor,-Reddy-and-Pradhan-Libero-Lite-ACs-14-1450"
Keer and Sons Cumque Pro Dresses 13,22549.13,4.7,9257,2832,1368,Fashion,Dresses,0,FashionPlus,FALSE,https://www.flipkart.com/Keer-and-Sons-Cumque-Pro-Dresses-13-2128
Sachdeva-Oak Ratione Plus Smartwatches 9,48777.41,3.3,5120,2519,448,Electronics,Smartwatches,0,ElectroWorld,TRUE,https://www.flipkart.com/Sachdeva-Oak-Ratione-Plus-Smartwatches-9-5266
"Varkey, Ray and Bhandari Expedita Lite Washing Machines 15",2386.93,3.5,8040,4307,74,Appliances,Washing Machines,23,RetailNet,FALSE,"https://www.flipkart.com/Varkey,-Ray-and-Bhandari-Expedita-Lite-Washing-Machines-15-3035"
Chopra-Wali Molestias Plus Headphones 3,5219.55,4.5,9414,7451,2139,Electronics,Headphones,0,FashionPlus,TRUE,https://www.flipkart.com/Chopra-Wali-Molestias-Plus-Headphones-3-8936
"Naidu, Soman and Pillay Laboriosam Plus Shoes 3",5592.66,4.9,7486,3802,1883,Fashion,Shoes,47,RetailNet,FALSE,"https://www.flipkart.com/Naidu,-Soman-and-Pillay-Laboriosam-Plus-Shoes-3-2998"
Parmar LLC Distinctio Ultra Headphones 14,4967.71,4.9,8401,9924,79,Electronics,Headphones,6,MobileHub,FALSE,https://www.flipkart.com/Parmar-LLC-Distinctio-Ultra-Headphones-14-7859
"Dada, Aurora and Bail Perspiciatis Plus Lighting 1",40418.59,4.5,1107,3074,1193,Home,Lighting,65,HomeCare Solutions,FALSE,"https://www.flipkart.com/Dada,-Aurora-and-Bail-Perspiciatis-Plus-Lighting-1-8398"
"Dhaliwal, Munshi and Tandon Atque Ultra T-Shirts 15",939.69,4.2,2742,4145,1262,Fashion,T-Shirts,67,RetailNet,TRUE,"https://www.flipkart.com/Dhaliwal,-Munshi-and-Tandon-Atque-Ultra-T-Shirts-15-6740"
Mandal-Som Asperiores Lite Washing Machines 7,47655.43,3.5,5353,786,7,Appliances,Washing Machines,16,Flipkart Assured,TRUE,https://www.flipkart.com/Mandal-Som-Asperiores-Lite-Washing-Machines-7-2884
Kara-Majumdar Adipisci Ultra Microwaves 6,32478.66,4,5283,5204,365,Appliances,Microwaves,0,Cloudtail India,TRUE,https://www.flipkart.com/Kara-Majumdar-Adipisci-Ultra-Microwaves-6-6671
Sami Ltd Voluptas Lite Shoes 13,13396.26,4.4,6483,2033,695,Fashion,Shoes,37,Cloudtail India,FALSE,https://www.flipkart.com/Sami-Ltd-Voluptas-Lite-Shoes-13-9098
"Bawa, Dhaliwal and Tara Voluptates Pro Smartwatches 5",23146.26,3.2,3215,4291,390,Electronics,Smartwatches,58,ElectroWorld,FALSE,"https://www.flipkart.com/Bawa,-Dhaliwal-and-Tara-Voluptates-Pro-Smartwatches-5-5678"
"Narasimhan, Zachariah and Kannan Asperiores Lite Kitchenware 11",26365.27,4.6,4294,851,150,Home,Kitchenware,68,FashionPlus,FALSE,"https://www.flipkart.com/Narasimhan,-Zachariah-and-Kannan-Asperiores-Lite-Kitchenware-11-2899"
"Gour, Brahmbhatt and Sama Iusto Lite Decor 6",11074.22,4.3,3190,7708,2350,Home,Decor,0,HomeCare Solutions,TRUE,"https://www.flipkart.com/Gour,-Brahmbhatt-and-Sama-Iusto-Lite-Decor-6-9762"
"Raja, Patla and Minhas Expedita Plus Laptops 6",237833.91,3.1,2672,4692,1382,Electronics,Laptops,65,FashionPlus,FALSE,"https://www.flipkart.com/Raja,-Patla-and-Minhas-Expedita-Plus-Laptops-6-4702"
"Chada, Lata and Mangal Incidunt Plus Smartwatches 13",45425.44,4.5,5867,3802,489,Electronics,Smartwatches,0,MobileHub,FALSE,"https://www.flipkart.com/Chada,-Lata-and-Mangal-Incidunt-Plus-Smartwatches-13-8804"
"Dey, Murty and Bahri Beatae Ultra Smartwatches 3",43203.97,4.6,2975,7429,323,Electronics,Smartwatches,13,HomeCare Solutions,FALSE,"https://www.flipkart.com/Dey,-Murty-and-Bahri-Beatae-Ultra-Smartwatches-3-2204"
"Sarin, Srivastava and Rai Delectus Ultra Shoes 1",43742.56,4.2,501,6169,1643,Fashion,Shoes,50,FashionPlus,FALSE,"https://www.flipkart.com/Sarin,-Srivastava-and-Rai-Delectus-Ultra-Shoes-1-2573"
Saraf Group Cupiditate Pro Shoes 8,15404.2,4.7,1412,2990,181,Fashion,Shoes,28,Flipkart Assured,TRUE,https://www.flipkart.com/Saraf-Group-Cupiditate-Pro-Shoes-8-9111
"Rao, Sangha and Batra Esse Ultra Microwaves 13",3265.62,3.1,9602,6788,1278,Appliances,Microwaves,44,FashionPlus,FALSE,"https://www.flipkart.com/Rao,-Sangha-and-Batra-Esse-Ultra-Microwaves-13-6286"
Gulati LLC Debitis Plus ACs 11,39536.94,4.7,6555,4801,748,Appliances,ACs,27,MobileHub,FALSE,https://www.flipkart.com/Gulati-LLC-Debitis-Plus-ACs-11-1381
"Sangha, Choudhary and Suresh Assumenda Plus Furniture 10",35632.54,3.6,5017,8208,4034,Home,Furniture,32,ElectroWorld,TRUE,"https://www.flipkart.com/Sangha,-Choudhary-and-Suresh-Assumenda-Plus-Furniture-10-8498"
Bahl Inc Eveniet Plus Dresses 2,4546.4,3.4,6281,5207,688,Fashion,Dresses,0,HomeCare Solutions,FALSE,https://www.flipkart.com/Bahl-Inc-Eveniet-Plus-Dresses-2-6878
Kanda-Muni Quia Pro Laptops 1,48652,5,2130,5513,1128,Electronics,Laptops,11,MobileHub,TRUE,https://www.flipkart.com/Kanda-Muni-Quia-Pro-Laptops-1-7862
"Ganesh, Parmar and Rout Rerum Lite Kitchenware 13",35914.03,3.7,4418,7404,677,Home,Kitchenware,12,MobileHub,FALSE,"https://www.flipkart.com/Ganesh,-Parmar-and-Rout-Rerum-Lite-Kitchenware-13-4759"
"Nori, Deo and Ratta Nihil Plus Decor 13",45139.33,4.3,4378,4366,304,Home,Decor,52,ElectroWorld,TRUE,"https://www.flipkart.com/Nori,-Deo-and-Ratta-Nihil-Plus-Decor-13-7867"
"Ahluwalia, Mane and Date Iure Ultra ACs 15",22763.02,4.8,5309,3372,1396,Appliances,ACs,0,ElectroWorld,TRUE,"https://www.flipkart.com/Ahluwalia,-Mane-and-Date-Iure-Ultra-ACs-15-8942"
"Chatterjee, Chauhan and Agrawal Assumenda Pro Smartwatches 15",48671.93,3.9,8371,5652,2376,Electronics,Smartwatches,0,Flipkart Assured,TRUE,"https://www.flipkart.com/Chatterjee,-Chauhan-and-Agrawal-Assumenda-Pro-Smartwatches-15-2776"
Pillay Group Voluptate Ultra Dresses 14,12586.98,4.4,3095,4196,309,Fashion,Dresses,0,Flipkart Assured,TRUE,https://www.flipkart.com/Pillay-Group-Voluptate-Ultra-Dresses-14-2958
Sibal Group Iure Plus Smartwatches 12,34028.32,4.9,1799,9792,4460,Electronics,Smartwatches,46,Flipkart Assured,FALSE,https://www.flipkart.com/Sibal-Group-Iure-Plus-Smartwatches-12-7063
Majumdar-Bala Nulla Lite Smartwatches 15,38257.45,4.5,1160,4212,272,Electronics,Smartwatches,0,Flipkart Assured,TRUE,https://www.flipkart.com/Majumdar-Bala-Nulla-Lite-Smartwatches-15-7453
Chakraborty PLC Similique Ultra Smartphones 2,67662.67,4.2,6840,5093,1524,Electronics,Smartphones,0,Flipkart Assured,FALSE,https://www.flipkart.com/Chakraborty-PLC-Similique-Ultra-Smartphones-2-8292
"Walla, Dani and Balan Consectetur Plus Decor 14",10141.73,4.4,9788,6021,1746,Home,Decor,18,MobileHub,TRUE,"https://www.flipkart.com/Walla,-Dani-and-Balan-Consectetur-Plus-Decor-14-9108"
Agrawal Ltd Temporibus Lite Microwaves 8,16065.26,4.3,8327,1440,509,Appliances,Microwaves,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Agrawal-Ltd-Temporibus-Lite-Microwaves-8-2176
Pandya-Manne Eaque Pro Decor 10,42874.17,4.1,5496,2113,394,Home,Decor,17,RetailNet,TRUE,https://www.flipkart.com/Pandya-Manne-Eaque-Pro-Decor-10-1243
Sha Ltd Reiciendis Pro Microwaves 9,21843.34,3.8,9245,8479,2684,Appliances,Microwaves,0,FashionPlus,FALSE,https://www.flipkart.com/Sha-Ltd-Reiciendis-Pro-Microwaves-9-5041
Handa PLC Nihil Plus Decor 7,42398.03,4.6,4102,3460,1047,Home,Decor,40,SuperComNet,TRUE,https://www.flipkart.com/Handa-PLC-Nihil-Plus-Decor-7-3717
"Pathak, Prabhakar and Rattan Officia Plus Washing Machines 12",37064.54,4.8,3299,3133,284,Appliances,Washing Machines,7,MobileHub,TRUE,"https://www.flipkart.com/Pathak,-Prabhakar-and-Rattan-Officia-Plus-Washing-Machines-12-8674"
Kashyap and Sons Quas Plus Jeans 7,5446.96,3.4,6170,3753,181,Fashion,Jeans,51,SuperComNet,TRUE,https://www.flipkart.com/Kashyap-and-Sons-Quas-Plus-Jeans-7-8337
"Karpe, Wali and Golla Animi Pro Microwaves 5",34679.15,4.5,7131,5010,785,Appliances,Microwaves,26,Flipkart Assured,FALSE,"https://www.flipkart.com/Karpe,-Wali-and-Golla-Animi-Pro-Microwaves-5-5421"
"Kant, Dua and Hayre Vero Ultra Dresses 3",34793.67,3.4,9036,4482,422,Fashion,Dresses,48,RetailNet,TRUE,"https://www.flipkart.com/Kant,-Dua-and-Hayre-Vero-Ultra-Dresses-3-2382"
"Dua, Sankaran and Vora Cupiditate Lite ACs 14",2987.06,4.5,6552,726,273,Appliances,ACs,0,RetailNet,FALSE,"https://www.flipkart.com/Dua,-Sankaran-and-Vora-Cupiditate-Lite-ACs-14-2842"
"Atwal, Sridhar and Din Facilis Ultra Microwaves 10",8894.29,3.4,9452,9185,3522,Appliances,Microwaves,50,HomeCare Solutions,FALSE,"https://www.flipkart.com/Atwal,-Sridhar-and-Din-Facilis-Ultra-Microwaves-10-6970"
Chada-Saini Ratione Ultra Laptops 11,148156.53,4.2,7701,8374,2472,Electronics,Laptops,0,SuperComNet,FALSE,https://www.flipkart.com/Chada-Saini-Ratione-Ultra-Laptops-11-7585
"More, Narasimhan and Sant Eum Plus Dresses 10",47891.71,4.8,8467,6145,1607,Fashion,Dresses,27,Flipkart Assured,FALSE,"https://www.flipkart.com/More,-Narasimhan-and-Sant-Eum-Plus-Dresses-10-1636"
Bhatt PLC Quasi Pro Refrigerators 14,42133.92,3.9,5307,7066,3028,Appliances,Refrigerators,0,MobileHub,FALSE,https://www.flipkart.com/Bhatt-PLC-Quasi-Pro-Refrigerators-14-9292
Kaul LLC Praesentium Pro Lighting 10,44099.88,4.8,9265,4016,1490,Home,Lighting,19,RetailNet,TRUE,https://www.flipkart.com/Kaul-LLC-Praesentium-Pro-Lighting-10-2845
Kumer-Gupta Voluptate Plus Lighting 10,13569.07,3.6,6386,1814,341,Home,Lighting,0,RetailNet,FALSE,https://www.flipkart.com/Kumer-Gupta-Voluptate-Plus-Lighting-10-7318
Vig LLC Perferendis Lite Kitchenware 10,831.57,4.6,2550,8087,3002,Home,Kitchenware,48,RetailNet,FALSE,https://www.flipkart.com/Vig-LLC-Perferendis-Lite-Kitchenware-10-3432
De and Sons Deleniti Lite Refrigerators 8,23019.64,5,2728,8441,3065,Appliances,Refrigerators,35,RetailNet,TRUE,https://www.flipkart.com/De-and-Sons-Deleniti-Lite-Refrigerators-8-3201
Rai-Sharaf Perspiciatis Pro Lighting 1,46114.71,3.8,8443,438,96,Home,Lighting,64,Cloudtail India,FALSE,https://www.flipkart.com/Rai-Sharaf-Perspiciatis-Pro-Lighting-1-4325
Purohit Group Libero Ultra Dresses 3,34349.82,3.4,2360,4378,1662,Fashion,Dresses,0,FashionPlus,TRUE,https://www.flipkart.com/Purohit-Group-Libero-Ultra-Dresses-3-1833
Bakshi-Padmanabhan Eaque Plus Smartphones 13,131764.54,3.3,4101,9071,530,Electronics,Smartphones,15,RetailNet,FALSE,https://www.flipkart.com/Bakshi-Padmanabhan-Eaque-Plus-Smartphones-13-8677
Verma-Puri Molestias Plus Refrigerators 11,37249.16,4.1,382,1982,481,Appliances,Refrigerators,6,ElectroWorld,FALSE,https://www.flipkart.com/Verma-Puri-Molestias-Plus-Refrigerators-11-9815
Hegde-Shankar Optio Pro Jeans 7,34863.86,3.8,2703,4225,702,Fashion,Jeans,14,MobileHub,FALSE,https://www.flipkart.com/Hegde-Shankar-Optio-Pro-Jeans-7-2258
Amble Ltd Amet Plus Headphones 6,10024.7,3,4608,2229,526,Electronics,Headphones,22,Flipkart Assured,FALSE,https://www.flipkart.com/Amble-Ltd-Amet-Plus-Headphones-6-8676
Bandi-Balan Illo Pro Dresses 1,16037.33,4.4,4321,2054,834,Fashion,Dresses,39,Cloudtail India,FALSE,https://www.flipkart.com/Bandi-Balan-Illo-Pro-Dresses-1-9107
"Prakash, Mukhopadhyay and Koshy Perferendis Pro ACs 4",6469.65,3,2789,8950,4146,Appliances,ACs,45,ElectroWorld,TRUE,"https://www.flipkart.com/Prakash,-Mukhopadhyay-and-Koshy-Perferendis-Pro-ACs-4-9362"
Mistry Inc Ipsa Plus Furniture 5,3845.51,4.5,3638,7534,753,Home,Furniture,40,Cloudtail India,FALSE,https://www.flipkart.com/Mistry-Inc-Ipsa-Plus-Furniture-5-4360
"Dash, Bhat and Sule Voluptate Ultra Shoes 15",38636.76,3.6,7809,8341,4128,Fashion,Shoes,31,HomeCare Solutions,TRUE,"https://www.flipkart.com/Dash,-Bhat-and-Sule-Voluptate-Ultra-Shoes-15-2672"
"Suri, Raju and Devi Eos Ultra Refrigerators 2",36850.39,3.7,8648,2566,723,Appliances,Refrigerators,0,RetailNet,TRUE,"https://www.flipkart.com/Suri,-Raju-and-Devi-Eos-Ultra-Refrigerators-2-9153"
Oza-Memon Id Lite Headphones 4,8768.7,4.3,8824,2534,240,Electronics,Headphones,6,RetailNet,TRUE,https://www.flipkart.com/Oza-Memon-Id-Lite-Headphones-4-6144
Dixit-Narang Soluta Pro Smartphones 5,42941.06,4.3,1447,544,165,Electronics,Smartphones,0,MobileHub,TRUE,https://www.flipkart.com/Dixit-Narang-Soluta-Pro-Smartphones-5-2472
Chadha Inc Nobis Ultra Laptops 6,149433.53,4,9873,2148,654,Electronics,Laptops,47,Cloudtail India,FALSE,https://www.flipkart.com/Chadha-Inc-Nobis-Ultra-Laptops-6-2762
"Palan, Dash and Biswas Illo Pro Refrigerators 14",54129.71,4.1,5727,7660,1071,Appliances,Refrigerators,68,RetailNet,TRUE,"https://www.flipkart.com/Palan,-Dash-and-Biswas-Illo-Pro-Refrigerators-14-1409"
"Som, Guha and Gade Deserunt Ultra Headphones 13",25571.74,4.6,9525,6307,410,Electronics,Headphones,0,Flipkart Assured,TRUE,"https://www.flipkart.com/Som,-Guha-and-Gade-Deserunt-Ultra-Headphones-13-2938"
Chada Ltd Corrupti Lite Headphones 2,13784.43,4.8,2668,6284,1308,Electronics,Headphones,42,HomeCare Solutions,TRUE,https://www.flipkart.com/Chada-Ltd-Corrupti-Lite-Headphones-2-3413
"Verma, Pillai and Chanda Perspiciatis Ultra Headphones 5",33751.9,3.4,5119,5724,2613,Electronics,Headphones,11,SuperComNet,FALSE,"https://www.flipkart.com/Verma,-Pillai-and-Chanda-Perspiciatis-Ultra-Headphones-5-5714"
"Chawla, Narula and Loyal Deleniti Lite Shoes 4",4792.89,4.1,7777,9024,2858,Fashion,Shoes,21,MobileHub,FALSE,"https://www.flipkart.com/Chawla,-Narula-and-Loyal-Deleniti-Lite-Shoes-4-6156"
Garg-Minhas Temporibus Plus T-Shirts 10,1196.06,3.1,5587,8173,2027,Fashion,T-Shirts,28,RetailNet,TRUE,https://www.flipkart.com/Garg-Minhas-Temporibus-Plus-T-Shirts-10-2138
Madan-Keer Voluptatem Lite Kitchenware 1,34235.27,3.8,6516,2216,1005,Home,Kitchenware,10,HomeCare Solutions,TRUE,https://www.flipkart.com/Madan-Keer-Voluptatem-Lite-Kitchenware-1-4150
"Bal, Nath and Dhar Dolor Lite Kitchenware 9",36501.88,3.6,3844,362,75,Home,Kitchenware,69,MobileHub,TRUE,"https://www.flipkart.com/Bal,-Nath-and-Dhar-Dolor-Lite-Kitchenware-9-2261"
Bakshi and Sons Voluptate Pro Smartphones 5,125836.16,3.6,4202,1297,532,Electronics,Smartphones,0,Flipkart Assured,FALSE,https://www.flipkart.com/Bakshi-and-Sons-Voluptate-Pro-Smartphones-5-1837
Butala Inc Culpa Lite Refrigerators 6,69691.17,3,2660,4903,620,Appliances,Refrigerators,36,SuperComNet,TRUE,https://www.flipkart.com/Butala-Inc-Culpa-Lite-Refrigerators-6-2801
"Batta, Prakash and Deshmukh Consequatur Lite Washing Machines 13",19386.7,4.3,823,7878,1797,Appliances,Washing Machines,0,HomeCare Solutions,FALSE,"https://www.flipkart.com/Batta,-Prakash-and-Deshmukh-Consequatur-Lite-Washing-Machines-13-8847"
Rastogi LLC Est Ultra Shoes 10,48132.82,3.7,2246,3310,121,Fashion,Shoes,38,RetailNet,FALSE,https://www.flipkart.com/Rastogi-LLC-Est-Ultra-Shoes-10-8525
Barad-Gara Nobis Pro Laptops 11,99026.79,4,3585,2521,1058,Electronics,Laptops,50,SuperComNet,TRUE,https://www.flipkart.com/Barad-Gara-Nobis-Pro-Laptops-11-3059
"Bhat, Bawa and Hans Porro Plus Refrigerators 6",46925.56,4.8,9425,5886,6,Appliances,Refrigerators,0,ElectroWorld,FALSE,"https://www.flipkart.com/Bhat,-Bawa-and-Hans-Porro-Plus-Refrigerators-6-4126"
Chana-Aurora Et Lite Kitchenware 6,32506.75,4,9525,7108,2769,Home,Kitchenware,59,Flipkart Assured,FALSE,https://www.flipkart.com/Chana-Aurora-Et-Lite-Kitchenware-6-5132
Sood-Suresh Consequuntur Plus Microwaves 12,31216.92,4.9,559,4242,855,Appliances,Microwaves,38,HomeCare Solutions,FALSE,https://www.flipkart.com/Sood-Suresh-Consequuntur-Plus-Microwaves-12-6433
Rout Ltd Blanditiis Pro Washing Machines 10,27213.91,4.7,6897,6402,1502,Appliances,Washing Machines,52,MobileHub,TRUE,https://www.flipkart.com/Rout-Ltd-Blanditiis-Pro-Washing-Machines-10-8258
Dua-Mohanty Odit Ultra Jeans 2,24699.87,5,363,3200,56,Fashion,Jeans,0,RetailNet,TRUE,https://www.flipkart.com/Dua-Mohanty-Odit-Ultra-Jeans-2-9372
Batta-Raghavan Perspiciatis Ultra Decor 11,8622.18,3.9,4913,9521,3456,Home,Decor,12,SuperComNet,TRUE,https://www.flipkart.com/Batta-Raghavan-Perspiciatis-Ultra-Decor-11-2222
Maharaj-Mani Quos Plus Refrigerators 8,46706.73,3.8,6218,3045,916,Appliances,Refrigerators,0,FashionPlus,FALSE,https://www.flipkart.com/Maharaj-Mani-Quos-Plus-Refrigerators-8-5319
Mallick-Bail Provident Pro Smartwatches 13,11681.08,3.3,1274,7843,3715,Electronics,Smartwatches,63,FashionPlus,FALSE,https://www.flipkart.com/Mallick-Bail-Provident-Pro-Smartwatches-13-9239
Parikh-Kalla Provident Pro Shoes 1,14927.32,3.1,8740,6357,424,Fashion,Shoes,68,ElectroWorld,FALSE,https://www.flipkart.com/Parikh-Kalla-Provident-Pro-Shoes-1-7043
Purohit Inc Autem Lite Kitchenware 2,30884.17,4.7,9700,1477,480,Home,Kitchenware,21,MobileHub,FALSE,https://www.flipkart.com/Purohit-Inc-Autem-Lite-Kitchenware-2-1875
Seshadri-Mani Quam Plus Decor 15,34663.77,4.2,9192,3949,1902,Home,Decor,65,Cloudtail India,TRUE,https://www.flipkart.com/Seshadri-Mani-Quam-Plus-Decor-15-4162
Bumb Inc Reprehenderit Lite Smartwatches 11,5933.53,3.2,8873,8577,2216,Electronics,Smartwatches,0,Flipkart Assured,FALSE,https://www.flipkart.com/Bumb-Inc-Reprehenderit-Lite-Smartwatches-11-6004
"Narasimhan, Ramesh and Tandon Culpa Plus Kitchenware 12",36158.55,4.6,1970,7380,1066,Home,Kitchenware,50,FashionPlus,FALSE,"https://www.flipkart.com/Narasimhan,-Ramesh-and-Tandon-Culpa-Plus-Kitchenware-12-5099"
"Pai, Shukla and Nath Neque Plus Microwaves 7",3934.33,4.3,5680,9421,1386,Appliances,Microwaves,52,Flipkart Assured,TRUE,"https://www.flipkart.com/Pai,-Shukla-and-Nath-Neque-Plus-Microwaves-7-6026"
Varghese-Rege Quo Lite ACs 14,42910.67,3.7,4966,8307,3788,Appliances,ACs,7,ElectroWorld,FALSE,https://www.flipkart.com/Varghese-Rege-Quo-Lite-ACs-14-2838
Joshi-Butala Error Ultra Microwaves 15,47154.78,3.1,9043,6489,528,Appliances,Microwaves,18,SuperComNet,FALSE,https://www.flipkart.com/Joshi-Butala-Error-Ultra-Microwaves-15-6372
Acharya-Majumdar Sed Ultra Kitchenware 4,9842.87,3.5,8691,7774,1774,Home,Kitchenware,31,Cloudtail India,TRUE,https://www.flipkart.com/Acharya-Majumdar-Sed-Ultra-Kitchenware-4-8571
Deo-Ray Error Plus ACs 6,42425,4.3,833,9406,1040,Appliances,ACs,59,RetailNet,TRUE,https://www.flipkart.com/Deo-Ray-Error-Plus-ACs-6-3284
"Virk, Ganguly and Johal Sequi Pro Smartwatches 11",29368.03,4.4,1619,1324,279,Electronics,Smartwatches,46,Cloudtail India,TRUE,"https://www.flipkart.com/Virk,-Ganguly-and-Johal-Sequi-Pro-Smartwatches-11-4588"
Luthra-Bath Minima Plus Microwaves 15,31154.54,3.5,5608,5230,120,Appliances,Microwaves,45,MobileHub,FALSE,https://www.flipkart.com/Luthra-Bath-Minima-Plus-Microwaves-15-6842
Prashad Inc Dolor Lite Washing Machines 15,45583.44,3,2225,234,90,Appliances,Washing Machines,0,FashionPlus,TRUE,https://www.flipkart.com/Prashad-Inc-Dolor-Lite-Washing-Machines-15-6315
Maharaj-Amble Fugit Lite Laptops 6,28782.76,4.9,9713,6687,988,Electronics,Laptops,33,FashionPlus,FALSE,https://www.flipkart.com/Maharaj-Amble-Fugit-Lite-Laptops-6-7179
"Mahal, Dyal and Jain Error Plus Jeans 10",5088.58,3.7,4110,4879,1646,Fashion,Jeans,25,MobileHub,TRUE,"https://www.flipkart.com/Mahal,-Dyal-and-Jain-Error-Plus-Jeans-10-3329"
"Dara, Desai and Jayaraman Omnis Pro Headphones 15",48510.37,4.5,1560,8361,2605,Electronics,Headphones,53,HomeCare Solutions,TRUE,"https://www.flipkart.com/Dara,-Desai-and-Jayaraman-Omnis-Pro-Headphones-15-3291"
Mistry LLC Laboriosam Lite Laptops 13,198314.42,5,1583,9682,3129,Electronics,Laptops,34,FashionPlus,FALSE,https://www.flipkart.com/Mistry-LLC-Laboriosam-Lite-Laptops-13-4901
Magar LLC Itaque Plus Lighting 5,12998.06,4,5926,8115,1532,Home,Lighting,0,ElectroWorld,TRUE,https://www.flipkart.com/Magar-LLC-Itaque-Plus-Lighting-5-1907
Mangal-Salvi Expedita Lite Jeans 9,47159.76,3.4,1602,5229,94,Fashion,Jeans,47,HomeCare Solutions,FALSE,https://www.flipkart.com/Mangal-Salvi-Expedita-Lite-Jeans-9-7766
"Dutt, Andra and Hayer Velit Pro Lighting 7",36708.32,4.6,5642,5848,211,Home,Lighting,0,Flipkart Assured,FALSE,"https://www.flipkart.com/Dutt,-Andra-and-Hayer-Velit-Pro-Lighting-7-4616"
Parmer-Ramachandran Ipsa Lite Smartwatches 7,25184.73,3.2,2373,3213,222,Electronics,Smartwatches,0,ElectroWorld,TRUE,https://www.flipkart.com/Parmer-Ramachandran-Ipsa-Lite-Smartwatches-7-1914
Sawhney LLC Sequi Pro Shoes 7,30034.69,3.3,8112,3219,993,Fashion,Shoes,10,FashionPlus,TRUE,https://www.flipkart.com/Sawhney-LLC-Sequi-Pro-Shoes-7-9563
Sankar-Malhotra Enim Lite Smartphones 12,81076.12,4.4,7363,5729,133,Electronics,Smartphones,21,MobileHub,TRUE,https://www.flipkart.com/Sankar-Malhotra-Enim-Lite-Smartphones-12-6734
Char-Chandra Vero Lite Smartphones 5,121617.07,3.2,2913,2029,844,Electronics,Smartphones,0,HomeCare Solutions,TRUE,https://www.flipkart.com/Char-Chandra-Vero-Lite-Smartphones-5-3967
Shah-Din Cupiditate Lite Laptops 15,111744.13,3.5,7371,7256,465,Electronics,Laptops,0,FashionPlus,FALSE,https://www.flipkart.com/Shah-Din-Cupiditate-Lite-Laptops-15-7829
"Pandya, Tandon and Viswanathan Quos Ultra ACs 11",31730.76,4.2,9797,1590,407,Appliances,ACs,58,RetailNet,FALSE,"https://www.flipkart.com/Pandya,-Tandon-and-Viswanathan-Quos-Ultra-ACs-11-1751"
"Mohan, Krishnan and Toor Nihil Lite Refrigerators 6",49152.53,3.2,7997,7806,627,Appliances,Refrigerators,67,HomeCare Solutions,FALSE,"https://www.flipkart.com/Mohan,-Krishnan-and-Toor-Nihil-Lite-Refrigerators-6-4501"
Varghese-Sem Quasi Pro T-Shirts 5,338.3,3.3,2239,339,131,Fashion,T-Shirts,18,ElectroWorld,FALSE,https://www.flipkart.com/Varghese-Sem-Quasi-Pro-T-Shirts-5-8852
